duration,id,riskTaking,statKnow,regretExAnte,regretExPost,cond_presentation,cond_beliefs_choice_order,whichFirst,beliefA,beliefB,beliefA_below,beliefA_equal,beliefA_above,beliefB_below,beliefB_equal,beliefB_above,choiceStr,choiceB,round,short,age,sex,student,df
580,1ff1d7a704c8d975898c2698,4,1,4,5,description_noiseless,choice_first,B,.5,1,70,20,10,80,10,10,5,1,1,0,35,Female,No,prereg
580,1ff1d7a704c8d975898c2698,4,1,4,5,description_noiseless,choice_first,A,1,.5,50,20,30,60,30,10,6,0,2,1,35,Female,No,prereg
692,204a4a8432e4bd1fa47767ea,3,2,5,5,description_noiseless,choice_first,A,1,1,45,10,45,45,10,45,1,0,2,1,38,Male,No,prereg
692,204a4a8432e4bd1fa47767ea,3,2,5,5,description_noiseless,choice_first,A,1,1,49,2,49,49,2,49,1,0,1,0,38,Male,No,prereg
520,2080f51ecff67e697ddc7146,4,3,4,5,sampling_noiseless,choice_first,B,1.2,1.7,30,1,69,28,1,71,7,1,2,1,36,Female,Yes,prereg
932,20b878a1c871d884e69976d9,5,3,3,4,sampling_noiseless,beliefs_first,B,1,1,20,55,25,40,40,20,7,0,1,1,21,Male,Yes,prereg
932,20b878a1c871d884e69976d9,5,3,3,4,sampling_noiseless,beliefs_first,A,1,1,50,25,25,25,25,50,7,1,2,0,21,Male,Yes,prereg
1274,20f030bfc632e5500eae6e59,3,4,4,5,description_noiseless,beliefs_first,B,1,1,25,50,25,27,48,25,6,0,2,0,39,Male,No,prereg
1274,20f030bfc632e5500eae6e59,3,4,4,5,description_noiseless,beliefs_first,A,1,1,25,50,25,25,50,25,5,0,1,1,39,Male,No,prereg
881,2188a707b7706ab8f6199d81,3,3,5,5,sampling_noiseless,beliefs_first,B,1,1,25,5,70,20,5,75,5,0,1,1,45,Female,DATA_EXPIRED,prereg
881,2188a707b7706ab8f6199d81,3,3,5,5,sampling_noiseless,beliefs_first,B,1,1,30,10,60,30,10,60,5,1,2,0,45,Female,DATA_EXPIRED,prereg
553,21c91e3530e9f2a863a00e58,4,2,3,2,sampling_noiseless,beliefs_first,B,.8,1.4,50,10,40,40,10,50,7,1,2,1,33,Male,No,prereg
553,21c91e3530e9f2a863a00e58,4,2,3,2,sampling_noiseless,beliefs_first,A,1.2,.8,60,10,30,30,10,60,7,1,1,0,33,Male,No,prereg
894,23255af3daef02d8f2dd9076,2,1,5,4,description_noiseless,choice_first,A,.8100000000000001,.9,50,0,50,50,0,50,6,1,2,1,34,Female,DATA_EXPIRED,prereg
894,23255af3daef02d8f2dd9076,2,1,5,4,description_noiseless,choice_first,B,.176,.18,50,0,50,50,0,50,7,0,1,0,34,Female,DATA_EXPIRED,prereg
637,2331dc010b691d13edb64608,4,3,4,3,sampling_noiseless,beliefs_first,B,.9399999999999999,.9,75,10,15,75,10,15,7,1,1,0,42,Female,No,prereg
637,2331dc010b691d13edb64608,4,3,4,3,sampling_noiseless,beliefs_first,A,.64,.84,40,20,40,30,30,40,6,1,2,1,42,Female,No,prereg
851,23a3815d919d2bbfe762bffd,4,4,4,4,sampling_noiseless,choice_first,A,.1,2,40,1,59,42,1,57,4,0,2,0,48,Female,No,prereg
851,23a3815d919d2bbfe762bffd,4,4,4,4,sampling_noiseless,choice_first,B,1.5,2,45,5,50,35,4,61,6,1,1,1,48,Female,No,prereg
628,23cb760fc126e81362555f63,3,3,4,4,description_noiseless,choice_first,A,1,1,49,2,49,49,2,49,7,0,1,1,41,Male,No,prereg
628,23cb760fc126e81362555f63,3,3,4,4,description_noiseless,choice_first,B,1,1,49,2,49,49,2,49,6,0,2,0,41,Male,No,prereg
1284,23e32e9e6df608e23c10b0e4,3,4,4,3,sampling_noiseless,beliefs_first,A,123,1.3,28,0,72,22,0,78,6,1,2,0,63,Female,No,prereg
1284,23e32e9e6df608e23c10b0e4,3,4,4,3,sampling_noiseless,beliefs_first,B,11,.9,30,30,40,32,40,28,5,1,1,1,63,Female,No,prereg
568,2428cd76c96a82667e36e9b9,4,4,5,5,sampling_noiseless,beliefs_first,B,1.12,1.08,35,5,60,33,2,65,7,1,2,0,27,Male,No,prereg
568,2428cd76c96a82667e36e9b9,4,4,5,5,sampling_noiseless,beliefs_first,B,.5,.4,60,5,35,80,5,15,4,1,1,1,27,Male,No,prereg
768,2442f4ece1052735d44f4424,3,1,5,4,description_noiseless,beliefs_first,B,2,0,45,10,45,45,10,45,4,1,1,0,65,Male,No,prereg
768,2442f4ece1052735d44f4424,3,1,5,4,description_noiseless,beliefs_first,B,2,0,33.3,33.3,33.4,33.3,33.4,33.3,4,0,2,1,65,Male,No,prereg
788,25c38298eaf959c22790479f,4,2,3,2,sampling_noiseless,beliefs_first,B,.8,1.2,70,10,20,20,10,70,6,1,1,1,63,Female,DATA_EXPIRED,prereg
788,25c38298eaf959c22790479f,4,2,3,2,sampling_noiseless,beliefs_first,B,1.2,1.24,50,0,50,45,0,55,6,1,2,0,63,Female,DATA_EXPIRED,prereg
632,25d1eb206b72d801ccc559c6,3,3,4,3,sampling_noiseless,choice_first,B,1,1,48,1,51,51,1,48,7,1,1,0,48,Male,No,prereg
632,25d1eb206b72d801ccc559c6,3,3,4,3,sampling_noiseless,choice_first,B,1,1,45,0,55,55,0,45,7,1,2,1,48,Male,No,prereg
419,25fdc0e49c2267b8639c911a,3,3,4,3,sampling_noiseless,choice_first,B,.5,.5,75,20,5,50,40,10,5,1,2,1,30,Female,No,prereg
419,25fdc0e49c2267b8639c911a,3,3,4,3,sampling_noiseless,choice_first,B,.65,.6899999999999999,80,10,10,40,40,20,5,0,1,0,30,Female,No,prereg
917,262b8d1a60d8255b70517cda,4,3,4,4,description_noiseless,beliefs_first,A,1,1,45.45,9.1,45.45,45.45,9.1,45.45,6,0,1,1,42,Male,No,prereg
917,262b8d1a60d8255b70517cda,4,3,4,4,description_noiseless,beliefs_first,A,1,1,49,2,49,49,2,49,6,1,2,0,42,Male,No,prereg
699,2640cc974705e31d77594f73,2,2,3,3,sampling_noiseless,beliefs_first,B,.5,1,20,40,40,20,40,40,7,1,2,0,33,Female,No,prereg
699,2640cc974705e31d77594f73,2,2,3,3,sampling_noiseless,beliefs_first,B,2,2,70,10,20,10,20,70,4,0,1,1,33,Female,No,prereg
997,268604cb22e9c5d8f4889571,3,1,3,3,description_noiseless,beliefs_first,B,.2,.23,50,10,40,40,10,50,4,1,1,1,27,Female,DATA_EXPIRED,prereg
997,268604cb22e9c5d8f4889571,3,1,3,3,description_noiseless,beliefs_first,B,.3,.4,50,10,40,40,10,50,4,1,2,0,27,Female,DATA_EXPIRED,prereg
1731,26b404f4d1c227ec04184ca7,5,2,4,3,sampling_noiseless,beliefs_first,A,.4,.5,85,5,10,70,5,25,6,1,1,1,30,Male,No,prereg
1731,26b404f4d1c227ec04184ca7,5,2,4,3,sampling_noiseless,beliefs_first,A,.8,.84,60,2,38,58,2,40,7,0,2,0,30,Male,No,prereg
1630,26ddd5b4d3393d54e1219139,4,2,4,4,description_noiseless,choice_first,B,1,1.25,25,25,50,30,30,40,7,0,1,0,64,Male,No,prereg
1630,26ddd5b4d3393d54e1219139,4,2,4,4,description_noiseless,choice_first,A,.75,1,40,10,50,40,10,50,7,0,2,1,64,Male,No,prereg
810,272fd7dd609c3f2a594e6989,3,3,3,4,description_noiseless,beliefs_first,A,.5,1,30,10,60,40,10,50,6,0,2,0,30,Male,DATA_EXPIRED,prereg
810,272fd7dd609c3f2a594e6989,3,3,3,4,description_noiseless,beliefs_first,B,.8,1,40,20,40,50,10,40,6,0,1,1,30,Male,DATA_EXPIRED,prereg
533,27af9a654804754357362fbe,2,1,2,2,description_noiseless,beliefs_first,B,1,1.02,48,4,48,44,4,52,6,1,2,0,33,Female,Yes,prereg
533,27af9a654804754357362fbe,2,1,2,2,description_noiseless,beliefs_first,A,1,1,45,10,45,45,10,45,1,0,1,1,33,Female,Yes,prereg
864,27d0a6dee1d0a9cde374804b,3,2,4,4,sampling_noiseless,beliefs_first,A,.88,.92,70,10,20,70,10,20,6,1,2,0,33,Female,No,prereg
864,27d0a6dee1d0a9cde374804b,3,2,4,4,sampling_noiseless,beliefs_first,B,1,.8,60,10,30,30,10,60,5,1,1,1,33,Female,No,prereg
752,287bccbedf633848132a4c06,3,1,3,3,sampling_noiseless,choice_first,B,1.2,1.25,20,40,40,20,40,40,6,1,1,0,49,Female,DATA_EXPIRED,prereg
752,287bccbedf633848132a4c06,3,1,3,3,sampling_noiseless,choice_first,B,.8,1,30,50,20,20,40,40,6,1,2,1,49,Female,DATA_EXPIRED,prereg
575,2967623c155dfeb3a5580838,4,1,5,5,sampling_noiseless,choice_first,B,1,1.1,65,15,20,45,25,30,7,1,2,1,41,Female,No,prereg
575,2967623c155dfeb3a5580838,4,1,5,5,sampling_noiseless,choice_first,B,1,1.05,60,20,20,55,15,30,6,1,1,0,41,Female,No,prereg
749,298fd661592e4bde31e39a96,4,3,4,3,sampling_noiseless,beliefs_first,B,.8,.95,60,10,30,50,10,40,6,1,1,1,34,Male,No,prereg
749,298fd661592e4bde31e39a96,4,3,4,3,sampling_noiseless,beliefs_first,A,.93,.9,50,2,48,48,2,50,7,1,2,0,34,Male,No,prereg
501,2aae45d18cddf1f74e961ac3,3,2,3,3,sampling_noiseless,beliefs_first,A,1.4,1.2,50,0,50,46,0,54,7,1,2,1,27,Male,No,prereg
501,2aae45d18cddf1f74e961ac3,3,2,3,3,sampling_noiseless,beliefs_first,A,1.24,1.2,20,1,79,24,1,75,7,1,1,0,27,Male,No,prereg
1397,2adf9aeac53ce0ab1527d0b3,1,3,5,3,sampling_noiseless,beliefs_first,A,1,1,53,1,46,46,1,53,7,1,1,0,46,Male,No,prereg
1397,2adf9aeac53ce0ab1527d0b3,1,3,5,3,sampling_noiseless,beliefs_first,B,1,1,53,1,46,46,1,53,7,1,2,1,46,Male,No,prereg
793,2b0b25ffd50401f9bcd5fdea,2,4,4,4,description_noiseless,beliefs_first,B,1,.8,45,10,45,50,10,40,4,0,1,1,25,Female,No,prereg
793,2b0b25ffd50401f9bcd5fdea,2,4,4,4,description_noiseless,beliefs_first,B,1,1.1,45,10,45,50,10,40,5,1,2,0,25,Female,No,prereg
270,2b1aa04b7a7c74919f260088,4,4,2,2,description_noiseless,choice_first,A,1,1,45,10,45,45,10,45,7,0,1,1,30,Male,Yes,prereg
270,2b1aa04b7a7c74919f260088,4,4,2,2,description_noiseless,choice_first,A,1,1,45,10,45,45,10,45,7,0,2,0,30,Male,Yes,prereg
656,2c4deb3f987754f38a4bda15,3,2,4,4,description_noiseless,choice_first,B,1,1,35,30,35,35,30,35,6,0,2,0,39,Female,No,prereg
656,2c4deb3f987754f38a4bda15,3,2,4,4,description_noiseless,choice_first,A,.75,.75,35,30,35,35,30,35,5,1,1,1,39,Female,No,prereg
1223,2cc0121c2450b98b37db5467,4,4,3,4,description_noiseless,beliefs_first,A,1,1,49,2,49,49,2,49,5,1,1,0,58,Male,No,prereg
1223,2cc0121c2450b98b37db5467,4,4,3,4,description_noiseless,beliefs_first,A,1,1,45,10,45,45,10,45,4,1,2,1,58,Male,No,prereg
760,2cc46ac0d41e99271c589087,3,2,3,4,description_noiseless,beliefs_first,A,1,1,49,2,49,49,2,49,4,1,2,0,24,Male,No,prereg
760,2cc46ac0d41e99271c589087,3,2,3,4,description_noiseless,beliefs_first,B,1,1,45.45,9.1,45.45,45.45,9.1,45.45,4,1,1,1,24,Male,No,prereg
452,2cd780300f69c352ad637c33,4,2,5,5,description_noiseless,beliefs_first,A,.9,.1,40,5,55,60,5,35,7,0,1,0,29,Male,No,prereg
452,2cd780300f69c352ad637c33,4,2,5,5,description_noiseless,beliefs_first,B,1.15,.8,45,5,50,35,5,60,7,0,2,1,29,Male,No,prereg
694,2cebbf2d7a70af73cb1f3c7a,3,3,4,4,sampling_noiseless,beliefs_first,A,1,1,40,10,50,30,15,55,4,0,1,0,69,Male,No,prereg
694,2cebbf2d7a70af73cb1f3c7a,3,3,4,4,sampling_noiseless,beliefs_first,A,1.2,.8,60,5,35,45,0,55,6,1,2,1,69,Male,No,prereg
918,2cf8f39b39020aef35aefdb6,2,2,4,4,sampling_noiseless,beliefs_first,A,1,1.2,40,30,30,20,30,50,6,1,1,1,49,Female,No,prereg
918,2cf8f39b39020aef35aefdb6,2,2,4,4,sampling_noiseless,beliefs_first,A,1.25,1.25,40,20,40,40,10,50,6,1,2,0,49,Female,No,prereg
981,2cfbf45b26dc8f5c05a5af5b,4,3,3,4,description_noiseless,choice_first,A,1,1.5,25,50,25,15,50,35,4,1,1,1,52,Female,No,prereg
981,2cfbf45b26dc8f5c05a5af5b,4,3,3,4,description_noiseless,choice_first,A,1,1.25,30,50,20,25,50,25,5,1,2,0,52,Female,No,prereg
650,2d9114891a45729d1fe81d73,4,2,5,3,description_noiseless,choice_first,B,1,1,60,15,25,60,15,25,7,1,1,1,30,Female,No,prereg
650,2d9114891a45729d1fe81d73,4,2,5,3,description_noiseless,choice_first,B,.75,1.25,45,10,45,45,10,45,7,1,2,0,30,Female,No,prereg
1037,2dc10e09abe0c9ca40a914c5,2,2,4,2,sampling_noiseless,choice_first,A,.8,1,70,20,10,30,20,50,5,1,1,0,48,Female,No,prereg
1037,2dc10e09abe0c9ca40a914c5,2,2,4,2,sampling_noiseless,choice_first,B,.9,1,50,20,30,30,30,40,4,1,2,1,48,Female,No,prereg
997,2e559d0c01e357e0fff68c41,4,3,3,4,description_noiseless,choice_first,A,1,1,45.5,9,45.5,45.5,9,45.5,4,0,1,1,38,Female,No,prereg
997,2e559d0c01e357e0fff68c41,4,3,3,4,description_noiseless,choice_first,B,1,1,45.5,9,45.5,45.5,9,45.5,4,1,2,0,38,Female,No,prereg
731,2e6c48f29c2fbbbd7b09427a,3,2,3,4,description_noiseless,choice_first,A,.99,1,49,2,49,52,2,46,5,1,1,0,48,Female,No,prereg
731,2e6c48f29c2fbbbd7b09427a,3,2,3,4,description_noiseless,choice_first,A,.9,1.1,45,10,45,43,10,47,5,0,2,1,48,Female,No,prereg
1358,2e8f5933813a30ea4b181719,2,2,4,2,sampling_noiseless,choice_first,A,1,1,48,4,48,49,4,47,7,1,2,0,48,Male,No,prereg
1358,2e8f5933813a30ea4b181719,2,2,4,2,sampling_noiseless,choice_first,A,2,2,74,8,18,64,8,28,7,1,1,1,48,Male,No,prereg
1772,2eb8dd9d3eec8792c163fe4b,3,1,5,5,sampling_noiseless,beliefs_first,A,1.21,.99,90,0,10,90,0,10,6,1,1,0,40,Female,No,prereg
1772,2eb8dd9d3eec8792c163fe4b,3,1,5,5,sampling_noiseless,beliefs_first,B,.85,1,45,9,46,46,9,45,7,1,2,1,40,Female,No,prereg
656,2ef52e5050fea87afbd3e28f,4,3,4,4,description_noiseless,beliefs_first,B,1,1,45,10,45,45,10,45,1,1,1,1,39,Female,No,prereg
656,2ef52e5050fea87afbd3e28f,4,3,4,4,description_noiseless,beliefs_first,A,1,1,45,10,45,45,10,45,1,0,2,0,39,Female,No,prereg
679,2f37862f9f58aaf5d3bfca3f,3,4,5,4,sampling_noiseless,choice_first,A,1.2,1.2,40,10,50,30,10,60,5,1,2,1,25,Male,Yes,prereg
679,2f37862f9f58aaf5d3bfca3f,3,4,5,4,sampling_noiseless,choice_first,B,1.1,1.1,44,2,54,46,2,52,7,0,1,0,25,Male,Yes,prereg
526,2f4f77cf3516dd65fe654bbf,3,3,5,5,sampling_noiseless,choice_first,A,1,.9,60,10,30,30,10,60,6,1,2,0,24,Male,Yes,prereg
526,2f4f77cf3516dd65fe654bbf,3,3,5,5,sampling_noiseless,choice_first,A,.8,1,60,5,35,40,10,50,5,1,1,1,24,Male,Yes,prereg
1525,2f5d014654d003153b4643d2,4,3,5,5,description_noiseless,choice_first,B,2,2,50,10,40,60,10,30,7,0,1,0,34,Male,Yes,prereg
1525,2f5d014654d003153b4643d2,4,3,5,5,description_noiseless,choice_first,B,2,2,45,10,45,45,10,45,7,0,2,1,34,Male,Yes,prereg
519,30100823ee9431596cad5d43,5,2,3,2,sampling_noiseless,choice_first,B,1.2,1.7,20,5,75,15,5,80,7,1,1,0,43,Female,Yes,prereg
519,30100823ee9431596cad5d43,5,2,3,2,sampling_noiseless,choice_first,B,1.3,1.6,30,5,65,20,5,75,7,1,2,1,43,Female,Yes,prereg
560,302dfab0e85c0f5d3a6e99e7,2,2,5,4,sampling_noiseless,choice_first,B,.8,1.2,70,10,20,60,10,30,6,1,1,1,54,Female,No,prereg
560,302dfab0e85c0f5d3a6e99e7,2,2,5,4,sampling_noiseless,choice_first,B,1,.9,30,10,60,35,10,55,3,1,2,0,54,Female,No,prereg
1285,307b8287f4cb57dc6d716b68,2,3,5,5,sampling_noiseless,choice_first,A,.7,1,80,0,20,65,0,35,5,1,2,1,19,Male,Yes,prereg
873,3084e969fc497e53f93d1cd6,2,4,4,4,sampling_noiseless,beliefs_first,B,.6,.54,60,5,35,58,5,37,2,1,1,0,39,Female,Yes,prereg
873,3084e969fc497e53f93d1cd6,2,4,4,4,sampling_noiseless,beliefs_first,B,.6,.8,40,2,58,30,2,68,4,1,2,1,39,Female,Yes,prereg
1566,308da1ed8fae7314cb0f0fe1,4,3,4,4,sampling_noiseless,choice_first,A,1,2,50,30,20,30,30,40,7,1,1,1,50,Male,Yes,prereg
1566,308da1ed8fae7314cb0f0fe1,4,3,4,4,sampling_noiseless,choice_first,B,.5,1.5,80,10,10,10,10,80,7,1,2,0,50,Male,Yes,prereg
405,30f1711ac13ac4e5743b0577,4,3,5,5,sampling_noiseless,beliefs_first,A,1,.8,50,5,45,25,5,70,7,1,1,1,31,Male,No,prereg
405,30f1711ac13ac4e5743b0577,4,3,5,5,sampling_noiseless,beliefs_first,A,1,.9,45,5,50,40,5,55,7,1,2,0,31,Male,No,prereg
493,313921c908efcdef5440f4ff,4,3,4,5,description_noiseless,beliefs_first,B,1.5,1.25,45,10,45,40,10,50,6,0,1,0,31,Female,No,prereg
493,313921c908efcdef5440f4ff,4,3,4,5,description_noiseless,beliefs_first,A,1.5,1.5,45,10,45,45,10,45,4,0,2,1,31,Female,No,prereg
545,31868b7b0bd4c7a49ac55e47,2,2,3,4,description_noiseless,choice_first,B,1.5,1,33,33,34,50,25,25,5,0,1,1,48,Female,No,prereg
545,31868b7b0bd4c7a49ac55e47,2,2,3,4,description_noiseless,choice_first,A,1,1,30,40,30,40,30,30,5,0,2,0,48,Female,No,prereg
363,319ff2ca0648b0c1a8f3dd2b,5,4,4,5,sampling_noiseless,choice_first,B,1.1,1,10,10,80,25,10,65,6,1,1,1,38,Male,No,prereg
363,319ff2ca0648b0c1a8f3dd2b,5,4,4,5,sampling_noiseless,choice_first,A,1.3,1.34,40,10,50,25,10,65,7,1,2,0,38,Male,No,prereg
1310,31bc674c07d6639725fa1f56,1,2,5,3,description_noiseless,beliefs_first,B,1,1,45.5,9,45.5,45.5,9,45.5,5,0,1,1,55,Female,No,prereg
1310,31bc674c07d6639725fa1f56,1,2,5,3,description_noiseless,beliefs_first,A,1,1,45.5,9,45.5,45.5,9,45.5,5,1,2,0,55,Female,No,prereg
1600,31cca81e61f770d3e10f0351,5,2,5,5,description_noiseless,choice_first,A,1,1.25,45,9,46,46,9,45,7,1,2,1,23,Male,Yes,prereg
1600,31cca81e61f770d3e10f0351,5,2,5,5,description_noiseless,choice_first,A,.8,1,49,2,49,46,2,52,7,1,1,0,23,Male,Yes,prereg
555,31fa5614488ff1517b72cc95,3,5,4,4,sampling_noiseless,choice_first,A,1,.8,35,5,60,30,5,65,5,0,2,1,63,Female,No,prereg
555,31fa5614488ff1517b72cc95,3,5,4,4,sampling_noiseless,choice_first,A,.8,.84,65,2,33,60,2,38,6,1,1,0,63,Female,No,prereg
522,3226a06f77fbf2d061d4b771,4,3,4,4,sampling_noiseless,choice_first,B,.8,1.2,50,40,10,40,40,20,7,0,1,1,52,Male,No,prereg
522,3226a06f77fbf2d061d4b771,4,3,4,4,sampling_noiseless,choice_first,A,.9,1.1,40,5,55,40,5,55,5,1,2,0,52,Male,No,prereg
655,327dbf14fc3f276de8ce5503,2,3,3,4,sampling_noiseless,beliefs_first,B,.95,.75,75,5,20,80,0,20,5,1,2,0,37,Female,No,prereg
655,327dbf14fc3f276de8ce5503,2,3,3,4,sampling_noiseless,beliefs_first,A,1.75,2,70,5,25,40,10,50,6,1,1,1,37,Female,No,prereg
1085,33317cf1634272b2c7bfcb02,5,3,4,2,description_noiseless,choice_first,A,.4,.5,30,20,50,30,40,30,5,1,1,1,33,Male,No,prereg
1085,33317cf1634272b2c7bfcb02,5,3,4,2,description_noiseless,choice_first,A,1,.99,30,30,40,40,20,40,5,0,2,0,33,Male,No,prereg
1075,333b09e6fff3798319328b47,3,2,5,4,sampling_noiseless,choice_first,B,2,2,0,0,100,0,0,100,6,1,2,0,62,Female,No,prereg
1075,333b09e6fff3798319328b47,3,2,5,4,sampling_noiseless,choice_first,B,2,2,10,10,80,30,10,60,6,1,1,1,62,Female,No,prereg
676,33630043afa7c6470c63b1a4,2,3,5,4,description_noiseless,beliefs_first,A,2,1,45,10,45,40,20,40,6,0,1,0,28,Female,No,prereg
676,33630043afa7c6470c63b1a4,2,3,5,4,description_noiseless,beliefs_first,B,1.75,1.25,30,10,60,40,40,20,5,1,2,1,28,Female,No,prereg
441,342b24a5caa3dd37e1a4a1ef,5,5,5,5,sampling_noiseless,choice_first,B,1,.9399999999999999,50,10,40,45,10,45,7,1,1,0,19,Male,DATA_EXPIRED,prereg
441,342b24a5caa3dd37e1a4a1ef,5,5,5,5,sampling_noiseless,choice_first,A,1,1.1,40,10,50,45,10,45,5,0,2,1,19,Male,DATA_EXPIRED,prereg
1741,3432ebab9440836788ed9409,3,2,5,5,sampling_noiseless,choice_first,A,.5,1,90,5,5,20,30,50,7,1,2,0,32,Female,DATA_EXPIRED,prereg
1741,3432ebab9440836788ed9409,3,2,5,5,sampling_noiseless,choice_first,A,.2,1,75,20,5,5,20,75,7,1,1,1,32,Female,DATA_EXPIRED,prereg
1980,345a0a359db96960f43f91d1,3,2,2,2,description_noiseless,beliefs_first,A,1,1,48,4,48,48,4,48,6,1,2,0,58,Male,No,prereg
1980,345a0a359db96960f43f91d1,3,2,2,2,description_noiseless,beliefs_first,A,1.1,1.1,45,9,46,45,9,46,6,1,1,1,58,Male,No,prereg
786,34616e2c5f11f4fcd5c1a463,1,4,5,4,sampling_noiseless,beliefs_first,A,1,1.2,60,10,30,40,10,50,6,1,1,1,45,Female,DATA_EXPIRED,prereg
786,34616e2c5f11f4fcd5c1a463,1,4,5,4,sampling_noiseless,beliefs_first,A,1.2,1.3,46,2,52,44,2,54,7,1,2,0,45,Female,DATA_EXPIRED,prereg
343,34929e41dcdfa579accb4d4d,3,2,4,3,sampling_noiseless,choice_first,B,1.4,1.5,30,10,60,30,10,60,5,1,2,0,33,Male,No,prereg
343,34929e41dcdfa579accb4d4d,3,2,4,3,sampling_noiseless,choice_first,B,1,1.5,50,10,40,40,10,50,5,1,1,1,33,Male,No,prereg
831,35d4ac9a5b269d9413dfebdf,4,2,4,4,sampling_noiseless,choice_first,B,.8,.9,99,0,1,80,1,19,7,1,1,0,45,Male,No,prereg
831,35d4ac9a5b269d9413dfebdf,4,2,4,4,sampling_noiseless,choice_first,B,1.2,1.4,10,10,80,10,10,80,6,1,2,1,45,Male,No,prereg
530,360eaf80632988f4fe655ba8,4,1,5,5,sampling_noiseless,beliefs_first,B,1,.4,70,10,20,20,30,50,6,1,1,1,28,Female,No,prereg
530,360eaf80632988f4fe655ba8,4,1,5,5,sampling_noiseless,beliefs_first,B,.7,.9,30,20,50,25,25,50,6,1,2,0,28,Female,No,prereg
710,37b23e5857c47d40b31c54f7,4,4,4,3,sampling_noiseless,beliefs_first,A,.4,1.12,80,2,18,40,2,58,7,1,2,0,27,Female,No,prereg
710,37b23e5857c47d40b31c54f7,4,4,4,3,sampling_noiseless,beliefs_first,B,.5,.9,60,10,30,30,5,65,6,1,1,1,27,Female,No,prereg
688,37bdfe405a4a7e3dc1486464,3,2,5,4,description_noiseless,choice_first,A,2,1,20,30,50,20,60,20,5,0,1,0,29,Female,DATA_EXPIRED,prereg
688,37bdfe405a4a7e3dc1486464,3,2,5,4,description_noiseless,choice_first,B,1,2,10,40,50,10,20,70,6,1,2,1,29,Female,DATA_EXPIRED,prereg
613,37cd67dda2f16a79421ca6e0,2,4,5,3,description_noiseless,choice_first,B,1,1,49,2,49,49,2,49,7,0,1,0,33,Female,Yes,prereg
613,37cd67dda2f16a79421ca6e0,2,4,5,3,description_noiseless,choice_first,A,1,1,46,8,46,46,8,46,7,0,2,1,33,Female,Yes,prereg
1045,3822c8da5783eeacb5f7f3ed,5,4,5,5,description_noiseless,choice_first,B,1,.95,47,2,51,45,2,53,5,1,2,0,25,Male,DATA_EXPIRED,prereg
1045,3822c8da5783eeacb5f7f3ed,5,4,5,5,description_noiseless,choice_first,B,1,1.25,50,8.5,41.5,40,10,50,5,0,1,1,25,Male,DATA_EXPIRED,prereg
1334,396e4b23b9bade3d0e4e8a14,4,2,5,4,sampling_noiseless,choice_first,A,1,1,20,50,30,15,15,70,6,1,2,0,33,Female,No,prereg
1334,396e4b23b9bade3d0e4e8a14,4,2,5,4,sampling_noiseless,choice_first,B,1,1,5,30,65,10,40,50,5,1,1,1,33,Female,No,prereg
463,3a03ac884b927cc1bc225efb,4,2,4,4,description_noiseless,choice_first,B,1.25,1,10,50,40,10,50,40,6,0,1,1,40,Female,No,prereg
463,3a03ac884b927cc1bc225efb,4,2,4,4,description_noiseless,choice_first,B,2,1.5,20,60,20,40,40,20,7,0,2,0,40,Female,No,prereg
602,3a55d0b0cd029367f3dd5fca,4,3,4,3,sampling_noiseless,choice_first,A,1.2,1,50,35,15,35,15,50,7,1,1,1,22,Female,No,prereg
602,3a55d0b0cd029367f3dd5fca,4,3,4,3,sampling_noiseless,choice_first,B,1.4,.9,55,5,40,55,5,40,6,1,2,0,22,Female,No,prereg
474,3adb66c81ba6057ec4ebd467,2,1,4,4,description_noiseless,choice_first,B,1,1,50,2,48,50,2,48,4,1,1,0,30,Male,Yes,prereg
474,3adb66c81ba6057ec4ebd467,2,1,4,4,description_noiseless,choice_first,B,1,1,50,2,48,50,2,48,4,1,2,1,30,Male,Yes,prereg
772,3ae3e6cceb89352d373f3c0a,4,4,3,4,sampling_noiseless,choice_first,B,.8,1,40,2,58,30,2,68,7,1,2,0,29,Male,No,prereg
772,3ae3e6cceb89352d373f3c0a,4,4,3,4,sampling_noiseless,choice_first,A,.8,1,40,5,55,30,10,60,6,1,1,1,29,Male,No,prereg
1186,3b5084a0f5e19ee7ebb38790,4,2,3,5,description_noiseless,choice_first,B,1,1,20,30,50,30,30,40,7,0,1,0,38,Female,No,prereg
1186,3b5084a0f5e19ee7ebb38790,4,2,3,5,description_noiseless,choice_first,B,.8,.9,40,20,40,20,30,50,6,0,2,1,38,Female,No,prereg
559,3c0bcef877f961712412be38,,,,,description_noiseless,choice_first,B,1,1,0,0,100,0,0,100,6,1,1,1,41,Female,No,prereg
763,3d331f3d5a848e867f5fe61f,4,4,2,2,description_noiseless,choice_first,B,1,1,49,2,49,48,2,50,6,1,1,0,28,Female,DATA_EXPIRED,prereg
763,3d331f3d5a848e867f5fe61f,4,4,2,2,description_noiseless,choice_first,B,1,1.2,45,10,45,36,10,54,6,1,2,1,28,Female,DATA_EXPIRED,prereg
637,3d52f30c5444e2d873b3a47d,4,2,4,4,sampling_noiseless,choice_first,B,1.2,.8,60,5,35,70,5,25,5,0,1,1,41,Male,No,prereg
637,3d52f30c5444e2d873b3a47d,4,2,4,4,sampling_noiseless,choice_first,B,.75,1.25,60,5,35,65,5,30,7,1,2,0,41,Male,No,prereg
